geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,area_m2,period_ret,intens_num,int2
"19.3785939952,-99.2221333575",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,174029.086385,5 años,64 a 70,4
"19.2889854812,-99.1248207893",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,47630.6455029,5 años,54 a 60,2
"19.4222261818,-99.1566234336",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,391659.996641,5 años,60 a 64,3
"19.4278886891,-99.1269114286",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,162731.894398,5 años,54 a 60,2
"19.4571410224,-99.1598780558",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,324064.298425,5 años,60 a 64,3
"19.4022649405,-99.1041195649",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,977236.28056,5 años,54 a 60,2
"19.5101762935,-99.0998092262",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,122457.297731,5 años,54 a 60,2
"19.4495648374,-99.0646524771",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,194660.23424,5 años,41 a 54,1
"19.3906425979,-99.0757560174",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,225317.102045,5 años,54 a 60,2
"19.5109485875,-99.0972613911",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,113459.657603,5 años,54 a 60,2
"19.4772020945,-99.1090335636",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,397953.964923,5 años,54 a 60,2
"19.5657452918,-99.1373797858",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,260995.968419,5 años,64 a 70,4
"19.451613063,-99.09963944",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,183111.907336,5 años,41 a 54,1
"19.3882750021,-99.128327987",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,143830.106982,5 años,54 a 60,2
"19.4839743862,-99.0802513749",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,251556.282308,5 años,41 a 54,1
"19.4892579185,-99.0902588648",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,205283.442273,5 años,41 a 54,1
"19.5273795132,-99.1722110926",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,402781.491389,5 años,64 a 70,4
"19.4205651345,-99.1615570753",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,323140.045291,5 años,60 a 64,3
"19.4350309612,-99.2182669185",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,165851.15957,5 años,64 a 70,4
"19.4083975223,-99.1479515771",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,224135.509648,5 años,60 a 64,3
"19.4547592082,-99.1506155902",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,43279.8915499,5 años,54 a 60,2
"19.4170072776,-99.0854495263",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,219833.633759,5 años,54 a 60,2
"19.4423786363,-99.1090647105",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,90847.8381625,5 años,54 a 60,2
"19.4009818575,-99.1798165026",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,334458.993453,5 años,64 a 70,4
"19.4402577834,-99.0830077534",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,243955.63617,5 años,41 a 54,1
"19.4526538881,-99.1405133259",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,35733.9104619,5 años,54 a 60,2
"19.4535580342,-99.1565919485",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,242259.100123,5 años,60 a 64,3
"19.4125241185,-99.1107963297",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,88968.9111067,5 años,54 a 60,2
"19.4627592181,-99.1329463116",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,167040.824701,5 años,54 a 60,2
"19.4178226964,-99.1191343992",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,92489.3684689,5 años,54 a 60,2
"19.4504614117,-99.1060860893",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,175573.398831,5 años,54 a 60,2
"19.4330381742,-99.1182642841",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,124633.739165,5 años,54 a 60,2
"19.4214988114,-99.2211526569",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,360266.594818,5 años,64 a 70,4
"19.4311116859,-99.1126745674",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,288056.125657,5 años,54 a 60,2
"19.3091627753,-98.9957561952",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,21072361.6656,5 años,41 a 54,1
"19.2869893273,-99.1676257034",Hidrometeorológicos,Precipitación,Medio,Tlalpan,388669.116644,5 años,60 a 64,3
"19.2837588315,-99.1778089096",Hidrometeorológicos,Precipitación,Medio,Tlalpan,351636.058932,5 años,60 a 64,3
"19.3136231859,-99.0755628125",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,244805.286671,5 años,54 a 60,2
"19.2168261158,-99.1279747691",Hidrometeorológicos,Precipitación,Medio,Xochimilco,561532.315098,5 años,60 a 64,3
"19.2286747403,-99.0959817478",Hidrometeorológicos,Precipitación,Medio,Xochimilco,217108.508346,5 años,60 a 64,3
"19.208669809,-99.1611463671",Hidrometeorológicos,Precipitación,Medio,Tlalpan,361378.666619,5 años,60 a 64,3
"19.2298728242,-99.1937163982",Hidrometeorológicos,Precipitación,Medio,Tlalpan,11994.8689396,5 años,60 a 64,3
"19.2795300333,-99.1996699445",Hidrometeorológicos,Precipitación,Medio,Tlalpan,266625.525501,5 años,60 a 64,3
"19.5011572675,-99.0984317478",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,151439.291997,5 años,54 a 60,2
"19.2020391967,-99.15559018",Hidrometeorológicos,Precipitación,Medio,Tlalpan,1442846.59702,5 años,60 a 64,3
"19.3475423466,-99.0133668934",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,177251.673179,5 años,41 a 54,1
"19.3877286429,-99.1261821078",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,108039.403603,5 años,54 a 60,2
"19.4666136999,-99.0838204597",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,267629.233118,5 años,41 a 54,1
"19.4745117374,-99.1149825396",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,194184.622144,5 años,54 a 60,2
"19.4850104552,-99.1105577546",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,353092.170255,5 años,54 a 60,2
"19.3839537575,-99.1156655731",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,165998.20345,5 años,54 a 60,2
"19.3845808518,-99.121054705",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,144408.239419,5 años,54 a 60,2
"19.312598953,-99.1454982479",Hidrometeorológicos,Precipitación,Medio,Coyoacán,217900.986499,5 años,60 a 64,3
"19.4952749921,-99.180751048",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,305871.704517,5 años,60 a 64,3
"19.3341414822,-99.1624704181",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,366385.137411,5 años,54 a 60,2
"19.3224126931,-99.115334253",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,87380.9140442,5 años,54 a 60,2
"19.3555082607,-99.1299608414",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,309654.359825,5 años,54 a 60,2
"19.4803197503,-99.182285711",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,212658.484116,5 años,60 a 64,3
"19.4886470736,-99.1980789609",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,269287.031467,5 años,64 a 70,4
"19.4494485052,-99.0548619586",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,286875.391403,5 años,41 a 54,1
"19.3883547177,-99.1065232703",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,70816.7900665,5 años,54 a 60,2
"19.3929386654,-99.0886818964",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,114343.060122,5 años,54 a 60,2
"19.475694333,-99.095638789",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,341071.296039,5 años,41 a 54,1
"19.329334727,-99.1719237419",Hidrometeorológicos,Precipitación,Medio,Coyoacán,342930.431099,5 años,60 a 64,3
"19.3929014863,-99.0566556342",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,509256.691944,5 años,54 a 60,2
"19.361365307,-99.0376967811",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,561410.362917,5 años,41 a 54,1
"19.344484064,-99.1439098528",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,652219.324649,5 años,54 a 60,2
"19.4293721521,-99.1879341636",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,382174.787128,5 años,64 a 70,4
"19.4218078077,-99.0890122969",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,172314.139099,5 años,54 a 60,2
"19.4466963464,-99.1515154075",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,621443.858288,5 años,60 a 64,3
"19.4000134787,-99.115027114",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,62700.9329864,5 años,54 a 60,2
"19.4941126614,-99.0703336805",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,163342.390273,5 años,41 a 54,1
"19.4521064947,-99.0574149754",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,152870.331079,5 años,41 a 54,1
"19.5072190117,-99.0985326039",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,110678.948485,5 años,54 a 60,2
"19.5657452918,-99.1373797858",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,260995.968419,5 años,64 a 70,4
"19.4591973942,-99.1153009442",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,182634.30475,5 años,54 a 60,2
"19.3827445388,-99.1250370816",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,213334.154153,5 años,54 a 60,2
"19.4341091056,-99.1385256414",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,178385.280189,5 años,54 a 60,2
"19.4883561033,-99.0802663136",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,198756.24615,5 años,41 a 54,1
"19.5288663276,-99.1482430559",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,144211.724086,5 años,60 a 64,3
"19.4329311829,-99.1318259614",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,348392.99216,5 años,54 a 60,2
"19.4988294562,-99.1302504565",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,329191.218031,5 años,54 a 60,2
"19.4876212616,-99.0718064442",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,233159.676063,5 años,41 a 54,1
"19.4390908799,-99.1415055935",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,265770.339787,5 años,54 a 60,2
"19.3898178331,-99.1007576389",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,113228.7332,5 años,54 a 60,2
"19.4808627394,-99.1075992145",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,332794.264531,5 años,54 a 60,2
"19.5228166649,-99.1678551529",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,215716.54704,5 años,64 a 70,4
"19.5622399972,-99.1259048162",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,212612.118957,5 años,60 a 64,3
"19.4350309612,-99.2182669185",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,165851.15957,5 años,64 a 70,4
"19.4420372452,-99.2093774518",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,208170.956059,5 años,64 a 70,4
"19.4328010337,-99.1445384961",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,314311.511013,5 años,54 a 60,2
"19.4402577834,-99.0830077534",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,243955.63617,5 años,41 a 54,1
"19.4119631171,-99.1853453199",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,223442.131691,5 años,64 a 70,4
"19.4097734962,-99.1060895313",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,370351.462227,5 años,54 a 60,2
"19.4085707248,-99.0798897785",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,179369.638701,5 años,54 a 60,2
"19.4481550898,-99.0908953216",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,142488.860916,5 años,41 a 54,1
"19.3091627753,-98.9957561952",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,21072361.6656,5 años,41 a 54,1
"19.2092634214,-99.1772568303",Hidrometeorológicos,Precipitación,Medio,Tlalpan,18099483.4295,5 años,60 a 64,3
"19.3339918201,-99.1262052162",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,170981.038979,5 años,54 a 60,2
"19.4688745665,-99.132853336",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,260343.119434,5 años,54 a 60,2
"19.341672764,-99.1617728001",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,648709.93212,5 años,54 a 60,2
"19.3362229306,-99.1388712152",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,51260.917482,5 años,54 a 60,2
"19.4707302762,-99.1517134198",Hidrometeorológicos,Precipitación,Bajo,Azcapotzalco,149451.410833,5 años,54 a 60,2
"19.4683086173,-99.1874104821",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,395033.789645,5 años,60 a 64,3
"19.3326902013,-99.2123548245",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,70351.6539618,5 años,60 a 64,3
"19.3573496042,-99.0120726647",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,543069.087847,5 años,41 a 54,1
"19.38742324,-99.041629994",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,110611.089824,5 años,54 a 60,2
"19.5063154822,-99.2092854984",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,72142.1003463,5 años,64 a 70,4
"19.1800039461,-98.9987175168",Hidrometeorológicos,Precipitación,Muy Bajo,Milpa Alta,1106092.09926,5 años,41 a 54,1
"19.1848087604,-99.0781376419",Hidrometeorológicos,Precipitación,Medio,Milpa Alta,891265.219163,5 años,60 a 64,3
"19.3257670498,-99.1065918401",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,124380.919998,5 años,54 a 60,2
"19.3282637633,-99.1406936597",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,320612.950022,5 años,54 a 60,2
"19.3873622174,-99.2148192614",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,151333.905964,5 años,64 a 70,4
"19.3647321142,-99.2868445033",Hidrometeorológicos,Precipitación,Medio,Cuajimalpa de Morelos,794985.055551,5 años,60 a 64,3
"19.3707452596,-99.2864056737",Hidrometeorológicos,Precipitación,Medio,Cuajimalpa de Morelos,218480.992354,5 años,60 a 64,3
"19.362139602,-99.0631695625",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,224417.87007,5 años,54 a 60,2
"19.3076863991,-99.2322941936",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,155287.799339,5 años,60 a 64,3
"19.3095237617,-99.2684545123",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,405971.5527,5 años,60 a 64,3
"19.329647163,-99.1323094067",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,507300.555735,5 años,54 a 60,2
"19.4330797657,-99.1216628017",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,196331.664431,5 años,54 a 60,2
"19.4235971062,-99.0711500612",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,216194.50913,5 años,54 a 60,2
"19.4835426339,-99.1846155272",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,349032.661098,5 años,60 a 64,3
"19.4598820116,-99.1676468112",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,267389.859822,5 años,60 a 64,3
"19.435980979,-99.0956056193",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,132699.323249,5 años,54 a 60,2
"19.4356230661,-99.1884301056",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,250960.48774,5 años,64 a 70,4
"19.4606424481,-99.1631086524",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,243677.234113,5 años,60 a 64,3
"19.4309120237,-99.1237244474",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,137699.805575,5 años,54 a 60,2
"19.4582168764,-99.130623293",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,132688.571939,5 años,54 a 60,2
"19.3721554593,-99.1830620782",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,415084.3627,5 años,60 a 64,3
"19.4526461475,-99.1433434025",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,35392.6150616,5 años,54 a 60,2
"19.3665893403,-99.177888145",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,247493.535876,5 años,60 a 64,3
"19.4593086842,-99.1337284383",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,137669.908645,5 años,54 a 60,2
"19.4129561676,-99.170424417",Hidrometeorológicos,Precipitación,Alto,Cuauhtémoc,215343.689537,5 años,64 a 70,4
"19.418665506,-99.1028285885",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,46924.274149,5 años,54 a 60,2
"19.3664047539,-99.1587021187",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,455129.522679,5 años,54 a 60,2
"19.2548485672,-99.1091015484",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,308962.731715,5 años,54 a 60,2
"19.2131910883,-99.1224587448",Hidrometeorológicos,Precipitación,Medio,Xochimilco,1324281.87673,5 años,60 a 64,3
"19.3413688813,-99.0191122088",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,235835.248475,5 años,41 a 54,1
"19.2569441391,-99.052578288",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,718661.797435,5 años,54 a 60,2
"19.2451468458,-99.0824412525",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,781865.200838,5 años,54 a 60,2
"19.3044777356,-99.1296488392",Hidrometeorológicos,Precipitación,Medio,Tlalpan,196947.16735,5 años,60 a 64,3
"19.2382156774,-99.1792911722",Hidrometeorológicos,Precipitación,Medio,Tlalpan,1337170.39627,5 años,60 a 64,3
"19.2988961939,-99.0787218045",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,106642.699322,5 años,54 a 60,2
"19.320156606,-99.062957537",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,312031.270798,5 años,54 a 60,2
"19.2404810186,-98.9948814907",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,367762.250344,5 años,41 a 54,1
"19.2878301446,-99.0024953836",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,368565.470015,5 años,41 a 54,1
"19.5119921554,-99.1426979154",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,235068.461266,5 años,60 a 64,3
"19.392055526,-99.0983867869",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,101512.334692,5 años,54 a 60,2
"19.3457610108,-99.0347656931",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,136357.491079,5 años,41 a 54,1
"19.297929235,-99.1107486512",Hidrometeorológicos,Precipitación,Bajo,Tlalpan,95026.1160195,5 años,54 a 60,2
"19.3693513688,-99.1336521064",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,453391.853756,5 años,54 a 60,2
"19.3134703133,-99.0826182098",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,350414.168587,5 años,54 a 60,2
"19.3375775622,-99.1811825326",Hidrometeorológicos,Precipitación,Medio,Coyoacán,102549.64021,5 años,60 a 64,3
"19.3402662329,-99.1870851232",Hidrometeorológicos,Precipitación,Medio,Coyoacán,124228.2326,5 años,60 a 64,3
"19.4658185127,-99.11499197",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,124067.314592,5 años,54 a 60,2
"19.3914368767,-99.0930943768",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,80841.2585242,5 años,54 a 60,2
"19.4945000346,-99.1410928282",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,235074.503119,5 años,54 a 60,2
"19.4724822349,-99.0860251221",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,139184.929324,5 años,54 a 60,2
"19.4646076164,-99.1257605004",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,374412.037343,5 años,54 a 60,2
"19.5088110318,-99.1371367053",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,188288.826192,5 años,54 a 60,2
"19.3830727846,-99.1094899526",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,102805.160372,5 años,54 a 60,2
"19.4654545263,-99.1802510375",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,218987.340662,5 años,60 a 64,3
"19.3182242333,-99.161761244",Hidrometeorológicos,Precipitación,Medio,Coyoacán,536118.465164,5 años,60 a 64,3
"19.3543125217,-99.1708422135",Hidrometeorológicos,Precipitación,Medio,Coyoacán,694324.902851,5 años,60 a 64,3
"19.305297636,-99.182634604",Hidrometeorológicos,Precipitación,Medio,Coyoacán,364760.894554,5 años,60 a 64,3
"19.3074119936,-99.1693826472",Hidrometeorológicos,Precipitación,Medio,Coyoacán,70884.5168515,5 años,60 a 64,3
